Context,Question,Answer,Category
"The meeting, co-hosted by the United Nations Educational, Scientific and Cultural Organization (UNESCO) and the Egyptian education ministry, opened Tuesday night, ""takes place towards the end of another significant year for development and for education, "" said a final communique. ""Education is higher on the political agenda, and many countries have made efforts to raise educational budgets,"" it said.",What finished before the final communique?,"opened, night, made, efforts, raise",0
"It's followed by Stroh Brewery Co., which has agreed to sell its assets to Coors. Both Coors and Stroh have recently been ceding market share to Miller and Anheuser.",What event has already happened?,agreed,0
"EU leaders want Moscow to commit to the Energy Charter, a document that regulates transit and investment in the energy sector and allows for greater market competition from foreign companies. Russia, however, has so far refused to ratify the charter.",What will happen after a commitment?,"regulates, investment, allows",0
"""The most critical thing is for all countries to work together for stability of the world energy market, and to fuel the sustained growth of the world economy with sufficient, safe, economical and clean energy resources,"" the Chinese president said. It is also important to take a long-term perspective, intensify energy development, deepen energy cooperation, increase energy efficiency, and facilitate the development and use of new energy resource, Hu added.",What happened before long-term perspective?,"said, added",0
"Four children were injured when a suspected Moslem rebel lobbed a grenade at their home in a town north of here, the Philippine military said Wednesday. The four children, aged three, six, seven and 17, suffered shrapnel wounds in the bodies after an unidentified man aboard a motorcycle threw the grenade at their home in the town of Sirawai late Tuesday, the military report said.",What will happen in the future?,,0
"Farmer peasants make up about 70 percent of China's population of 1.3 billion but agriculture contributes only 15 percent to the country's gross domestic product. Experts also point to the widening income gap between rural and urban residents, as an average farmer makes only a third as much as his urban counterpart.",What happened before widening?,,0
"Thomas and Nuggets coach George Karl had an argument during a summer league meeting. Before the fight, Anthony had a remarkable game, demoralizing the Knicks with easy drives to the basket.",What did Anthony do before the Knicks were demoralized?,drives,0
Ministers also agreed to increase their budget payments for space research by 2.5 percent per year until 2010 to take account of inflation. The ESA budget for space research is 500 million euros and is paid for by all member states of ESA.,What will happen before inflation?,,0
"Another man has been arrested in connection with the bombings of U.S. embassies in Kenya and Tanzania last year that killed 224 people, police said today. ``I can confirm that an individual was arrested in connection with the embassy bombings and the FBI was involved'' in making the arrest, police spokesman Capt.",What happened before the embassy bombings?,,0
"With her ex-husband, Alan, she made several acclaimed nature documentaries in the 1960s, 70s and 80s including ""Balloon Safari"", in which they used innovative aerial techniques to capture Kenya's stunning wildlife and landscape. Naivasha has been rife with animosity between foreign investors, mainly flower farmers, and the local population over access to resources, and has been the scene of several violent attacks on European residents, although Root's murder is the first in several months.",What event has already finished?,"made, used, capture, attacks, murder",0
